timestamp,precipitation,visibility,wind_speed
2023-01-24T06:00:00,0.51,7.87,4.95
2023-01-24T07:00:00,1.42,3.71,16.08
2023-01-24T08:00:00,0.55,10.84,14.48
2023-01-24T09:00:00,0.2,11.64,13.72
2023-01-24T10:00:00,0.34,9.98,13.72
2023-01-24T11:00:00,0.43,10.75,9.25
2023-01-24T12:00:00,1.34,6.97,14.68
2023-01-24T13:00:00,0.99,6.11,13.67
2023-01-24T14:00:00,0.92,4.82,9.68
2023-01-24T15:00:00,0.38,7.69,8.93
2023-01-24T16:00:00,0.27,9.66,17.34
2023-01-24T17:00:00,0.38,8.69,9.34
2023-01-24T18:00:00,0.9,7.08,15.02
2023-01-24T19:00:00,0.34,11.21,8.62
2023-01-24T20:00:00,0.38,5.24,8.89
2023-01-24T21:00:00,0.29,6.19,15.33
2023-01-24T22:00:00,0.54,9.6,21.67
2023-01-24T23:00:00,0.42,3.97,13.13
2023-01-25T00:00:00,0.22,5.31,12.0
2023-01-25T01:00:00,0.54,7.45,15.49
2023-01-25T02:00:00,0.36,9.02,7.88
2023-01-25T03:00:00,0.15,9.14,12.96
2023-01-25T04:00:00,0.28,10.24,9.57
2023-01-25T05:00:00,0.57,8.77,4.71
2023-01-25T06:00:00,0.25,5.97,20.45
2023-01-25T07:00:00,1.27,6.55,10.34
2023-01-25T08:00:00,0.43,6.86,8.61
2023-01-25T09:00:00,0.75,9.24,10.08
2023-01-25T10:00:00,0.84,8.97,7.14
2023-01-25T11:00:00,0.19,7.01,10.48
2023-01-25T12:00:00,0.34,4.46,0.0
2023-01-25T13:00:00,0.14,8.28,13.39
2023-01-25T14:00:00,0.46,4.75,3.65
2023-01-25T15:00:00,0.36,5.66,2.21
2023-01-25T16:00:00,0.23,8.18,18.32
2023-01-25T17:00:00,0.17,8.39,15.2
2023-01-25T18:00:00,0.37,6.27,5.42
2023-01-25T19:00:00,0.48,7.76,17.69
2023-01-25T20:00:00,0.13,8.58,14.27
2023-01-25T21:00:00,0.11,11.41,11.41
2023-01-25T22:00:00,0.34,9.28,11.31
2023-01-25T23:00:00,0.68,6.16,7.08
2023-01-26T00:00:00,0.21,6.95,9.79
2023-01-26T01:00:00,0.29,8.44,23.21
2023-01-26T02:00:00,0.19,9.51,11.41
2023-01-26T03:00:00,0.3,7.78,8.37
2023-01-26T04:00:00,1.33,7.08,14.56
2023-01-26T05:00:00,0.25,10.7,13.21
2023-01-26T06:00:00,0.67,7.7,6.86
2023-01-26T07:00:00,0.4,3.8,10.08
2023-01-26T08:00:00,0.23,13.35,6.21
2023-01-26T09:00:00,0.15,7.22,21.06
2023-01-26T10:00:00,0.15,6.95,14.63
2023-01-26T11:00:00,0.41,8.48,6.95
2023-01-26T12:00:00,0.17,8.11,12.0
2023-01-26T13:00:00,1.4,8.94,19.47
2023-01-26T14:00:00,0.13,8.09,13.47
2023-01-26T15:00:00,1.17,8.72,12.1
2023-01-26T16:00:00,0.22,6.32,13.56
2023-01-26T17:00:00,0.13,3.25,6.79
2023-01-26T18:00:00,0.77,8.35,14.59
2023-01-26T19:00:00,0.57,5.6,5.77
2023-01-26T20:00:00,0.33,4.67,13.88
2023-01-26T21:00:00,1.23,7.67,19.15
2023-01-26T22:00:00,0.44,8.01,11.29
2023-01-26T23:00:00,0.13,8.88,14.96
2023-01-27T00:00:00,0.67,9.76,8.76
2023-01-27T01:00:00,0.25,7.48,13.94
2023-01-27T02:00:00,0.17,4.66,7.0
2023-01-27T03:00:00,0.52,9.27,0.0
2023-01-27T04:00:00,0.45,8.97,12.72
2023-01-27T05:00:00,0.19,5.74,15.14
2023-01-27T06:00:00,0.2,11.64,10.29
2023-01-27T07:00:00,0.41,6.14,8.45
2023-01-27T08:00:00,0.18,9.91,11.4
2023-01-27T09:00:00,0.21,9.28,14.31
2023-01-27T10:00:00,0.23,5.85,19.46
2023-01-27T11:00:00,0.22,6.9,16.57
2023-01-27T12:00:00,0.56,8.92,15.18
2023-01-27T13:00:00,0.21,9.97,7.92
2023-01-27T14:00:00,0.59,6.29,8.9
2023-01-27T15:00:00,0.36,6.51,0.0
2023-01-27T16:00:00,0.18,5.34,11.15
2023-01-27T17:00:00,0.27,10.42,13.02
2023-01-27T18:00:00,0.7,9.42,20.68
2023-01-27T19:00:00,0.63,7.44,0.0
2023-01-27T20:00:00,0.2,5.31,10.22
2023-01-27T21:00:00,0.43,7.42,4.85
2023-01-27T22:00:00,0.39,7.78,11.29
2023-01-27T23:00:00,1.21,8.34,8.27
2023-01-28T00:00:00,0.29,4.22,23.36
2023-01-28T01:00:00,0.66,9.07,18.72
2023-01-28T02:00:00,1.24,6.81,12.95
2023-01-28T03:00:00,0.31,9.79,12.54
2023-01-28T04:00:00,0.7,8.74,0.32
2023-01-28T05:00:00,0.11,5.88,12.07
2023-01-28T06:00:00,0.18,7.89,9.85
2023-01-28T07:00:00,0.26,6.88,15.49
2023-01-28T08:00:00,1.09,7.81,8.3
2023-01-28T09:00:00,0.24,6.22,6.45
2023-01-28T10:00:00,0.62,6.75,17.63
2023-01-28T11:00:00,0.13,6.94,8.58
2023-01-28T12:00:00,0.73,4.01,13.07
2023-01-28T13:00:00,0.28,8.76,14.95
2023-01-28T14:00:00,0.49,11.49,21.74
2023-01-28T15:00:00,0.54,6.87,12.2
2023-01-28T16:00:00,1.53,8.07,13.4
2023-01-28T17:00:00,0.27,7.04,16.66
2023-01-28T18:00:00,0.52,2.77,18.07
2023-01-28T19:00:00,0.49,5.79,7.41
2023-01-28T20:00:00,0.26,11.08,12.77
2023-01-28T21:00:00,0.29,12.23,19.1
2023-01-28T22:00:00,0.18,7.89,4.6
2023-01-28T23:00:00,0.21,6.21,15.03
2023-01-29T00:00:00,0.25,9.46,0.0
2023-01-29T01:00:00,0.87,5.69,11.7
2023-01-29T02:00:00,0.14,8.49,9.34
2023-01-29T03:00:00,0.16,7.94,14.62
2023-01-29T04:00:00,0.5,6.19,13.28
2023-01-29T05:00:00,0.2,9.09,11.59
2023-01-29T06:00:00,0.81,7.46,16.66
2023-01-29T07:00:00,0.12,11.42,9.0
2023-01-29T08:00:00,0.35,10.08,6.67
2023-01-29T09:00:00,0.23,8.04,3.6
2023-01-29T10:00:00,0.16,5.33,12.5
2023-01-29T11:00:00,0.4,5.83,22.87
2023-01-29T12:00:00,1.2,9.51,15.33
2023-01-29T13:00:00,0.34,9.43,12.82
2023-01-29T14:00:00,0.7,5.39,1.74
2023-01-29T15:00:00,0.34,7.93,17.33
2023-01-29T16:00:00,0.59,6.16,19.2
2023-01-29T17:00:00,0.2,5.61,9.15
2023-01-29T18:00:00,0.37,4.39,6.3
2023-01-29T19:00:00,0.2,7.62,4.29
2023-01-29T20:00:00,0.47,7.66,4.05
2023-01-29T21:00:00,0.51,6.94,13.39
2023-01-29T22:00:00,0.98,5.0,16.67
2023-01-29T23:00:00,0.99,8.06,13.69
2023-01-30T00:00:00,0.58,6.56,19.86
2023-01-30T01:00:00,0.39,9.17,11.84
2023-01-30T02:00:00,0.32,8.26,10.27
2023-01-30T03:00:00,0.36,6.9,10.25
2023-01-30T04:00:00,0.45,9.57,11.48
2023-01-30T05:00:00,0.23,6.38,23.01
2023-01-30T06:00:00,0.4,6.4,15.0
2023-01-30T07:00:00,0.48,7.86,15.97
2023-01-30T08:00:00,0.15,9.39,19.8
2023-01-30T09:00:00,0.42,7.41,8.12
2023-01-30T10:00:00,0.17,8.14,23.58
2023-01-30T11:00:00,0.38,8.34,7.22
2023-01-30T12:00:00,0.21,7.24,15.89
2023-01-30T13:00:00,1.31,7.86,19.44
2023-01-30T14:00:00,0.71,8.08,13.05
2023-01-30T15:00:00,1.05,4.12,14.89
2023-01-30T16:00:00,0.45,10.37,10.05
2023-01-30T17:00:00,0.41,10.69,9.66
2023-01-30T18:00:00,0.82,7.89,13.12
2023-01-30T19:00:00,0.15,10.0,10.52
2023-01-30T20:00:00,1.03,7.78,11.55
2023-01-30T21:00:00,0.31,9.44,13.47
2023-01-30T22:00:00,0.28,9.87,15.28
2023-01-30T23:00:00,0.19,7.1,12.84
